,Borough,Neighborhood,Latitude,Longitude
61,Brooklyn,Williamsburg,40.70714439344255,-73.95811529220936
62,Brooklyn,Bushwick,40.69811611017905,-73.92525797487053
63,Brooklyn,Bedford Stuyvesant,40.6872316077205,-73.94178488690304
64,Brooklyn,Brooklyn Heights,40.69586372272413,-73.99378225496432
65,Brooklyn,Cobble Hill,40.68791972248561,-73.9985613921847
66,Brooklyn,Carroll Gardens,40.68213188564184,-74.00037274122076
67,Brooklyn,Red Hook,40.67625323025092,-74.01275897473568
68,Brooklyn,Gowanus,40.6739311431872,-73.99444087145346
69,Brooklyn,Fort Greene,40.688527260189815,-73.97290574369099
70,Brooklyn,Park Slope,40.672320522682014,-73.97705030183931
71,Brooklyn,Cypress Hills,40.6846357939163,-73.87583132262635
72,Brooklyn,East New York,40.66992570084708,-73.88069863917373
73,Brooklyn,Starrett City,40.64758905230878,-73.87936970045882
74,Brooklyn,Canarsie,40.63556432797432,-73.90209269778973
75,Brooklyn,Flatlands,40.6304460437575,-73.92911302644681
76,Brooklyn,Mill Island,40.60633642168567,-73.90818571777432
77,Brooklyn,Manhattan Beach,40.57791350308661,-73.94353722891894
78,Brooklyn,Coney Island,40.57429256471605,-73.98868295821644
79,Brooklyn,Bath Beach,40.599518702822415,-73.99875221443526
80,Brooklyn,Borough Park,40.63313051275805,-73.99049823044818
81,Brooklyn,Dyker Heights,40.61921945772268,-74.01931375636029
82,Brooklyn,Gerritsen Beach,40.59084843390208,-73.93010170691203
83,Brooklyn,Marine Park,40.60974777989464,-73.93134404108504
84,Brooklyn,Clinton Hill,40.69322942188155,-73.96784306216374
85,Brooklyn,Sea Gate,40.576375378902284,-74.00787311200247
86,Brooklyn,Downtown,40.69084402109806,-73.98346337431106
87,Brooklyn,Boerum Hill,40.687241380657376,-73.98357724689187
88,Brooklyn,Prospect Lefferts Gardens,40.65842001746986,-73.9548986707772
89,Brooklyn,Ocean Hill,40.6784025547954,-73.91306831787404
90,Brooklyn,City Line,40.678569957274824,-73.86797598081343
91,Brooklyn,Bergen Beach,40.615149550453125,-73.89855633630324
92,Brooklyn,Midwood,40.62559589869847,-73.95759523489846
93,Brooklyn,Prospect Park South,40.64700860318523,-73.96261316716055
94,Brooklyn,Georgetown,40.623845244784235,-73.91607483951331
95,Brooklyn,Spring Creek,40.65713927658277,-73.86998779106547
96,Brooklyn,East Williamsburg,40.70849241041552,-73.93885815269203
97,Brooklyn,North Side,40.714822906532056,-73.95880857587589
98,Brooklyn,South Side,40.710861472650684,-73.95800095153338
99,Brooklyn,Navy Yard,40.698790872180545,-73.97164435527614
100,Brooklyn,Ocean Parkway,40.61305976667946,-73.96836678035548
101,Brooklyn,Fort Hamilton,40.6147681269423,-74.0319791453799
102,Manhattan,Chinatown,40.715618422314364,-73.99427936255985
103,Manhattan,Washington Heights,40.85190252555309,-73.93690027985242
104,Manhattan,Inwood,40.86768396449919,-73.92121042203905
105,Manhattan,Hamilton Heights,40.82360428481197,-73.94968791883373
106,Manhattan,Manhattanville,40.81693442949784,-73.95738539351888
107,Manhattan,Central Harlem,40.81597606742418,-73.94321112603912
108,Manhattan,East Harlem,40.79224946663037,-73.94418223148531
109,Manhattan,Upper East Side,40.77563857330185,-73.96050763135007
110,Manhattan,Yorkville,40.77592984988492,-73.94711784471833
111,Manhattan,Lenox Hill,40.76811265828737,-73.95885968813766
112,Manhattan,Roosevelt Island,40.762403730702246,-73.9494705736962
113,Manhattan,Upper West Side,40.7876579985349,-73.9770592363061
114,Manhattan,Lincoln Square,40.773528889421705,-73.9853377700127
115,Manhattan,Clinton,40.758333686906404,-73.99640768221386
116,Manhattan,Midtown,40.75469110270627,-73.98166882730311
117,Manhattan,Murray Hill,40.74830307725222,-73.97833207924134
118,Manhattan,Chelsea,40.74403470674802,-74.0031163347282
119,Manhattan,Greenwich Village,40.72693288536132,-73.99991402945909
120,Manhattan,East Village,40.72784677727029,-73.98222616506425
121,Manhattan,Lower East Side,40.71780674892769,-73.98089031999298
122,Manhattan,Tribeca,40.72152196744325,-74.01068328559094
123,Manhattan,Little Italy,40.71932379395911,-73.9973046720808
124,Manhattan,Soho,40.72218384131798,-74.00065666959766
125,Manhattan,West Village,40.734433935724375,-74.00617998126819
126,Manhattan,Manhattan Valley,40.7973070417029,-73.96428617740662
127,Manhattan,Morningside Heights,40.80799973816586,-73.96389627905339
128,Manhattan,Gramercy,40.737209832715045,-73.98137594833548
129,Manhattan,Battery Park City,40.71193198394569,-74.01686930508625
130,Manhattan,Financial District,40.70710710727052,-74.01066544521277
131,Queens,Astoria,40.768508593354966,-73.91565374304241
132,Queens,Woodside,40.746349088602265,-73.90184166838291
133,Queens,Jackson Heights,40.751981380073715,-73.88282109164372
134,Queens,Elmhurst,40.744048505122066,-73.88165622288396
135,Queens,Howard Beach,40.6542252773849,-73.83813764600289
136,Queens,South Corona,40.7423817501567,-73.85682497345266
137,Queens,Forest Hills,40.725263782165065,-73.8444750078899
138,Queens,Kew Gardens,40.705179035414844,-73.8298190582571
139,Queens,Richmond Hill,40.69794731471767,-73.83183321446894
140,Queens,Downtown Flushing,40.76116362081876,-73.82936758711861
141,Queens,Long Island City,40.75021734610532,-73.93920223915512
142,Queens,Sunnyside,40.74017628351928,-73.92691617561584
143,Queens,East Elmhurst,40.764073238830946,-73.86704147658779
144,Queens,Maspeth,40.72542737409365,-73.89621713626867
145,Queens,Ridgewood,40.70832315613862,-73.90143517559596
146,Queens,Glendale,40.702762429678415,-73.87074167435614
147,Queens,Rego Park,40.72897409480739,-73.85782686905377
148,Queens,Woodhaven,40.689886879157925,-73.85811046554328
149,Queens,Ozone Park,40.68070846826546,-73.84320266173454
150,Queens,South Ozone Park,40.66854957767199,-73.80986478649048
151,Queens,College Point,40.78490274926025,-73.84304528896132
152,Queens,Whitestone,40.781290766026984,-73.8142021661087
153,Queens,Bayside,40.76604063281068,-73.77427363068676
154,Queens,Auburndale,40.761729549032665,-73.79176243728068
155,Queens,Little Neck,40.77082619282674,-73.73889775580747
156,Queens,Douglaston,40.766846097907674,-73.74249820727337
157,Queens,Glen Oaks,40.74944079974336,-73.71548118999152
158,Queens,Bellerose,40.72857318176679,-73.7201281482691
159,Queens,Kew Gardens Hills,40.72257824422808,-73.82087764933573
160,Queens,Fresh Meadows,40.734394465331334,-73.78271337003271
161,Queens,Briarwood,40.710935472522756,-73.81174822458641
162,Queens,Jamaica Center,40.704657360687214,-73.79690165888296
163,Queens,Oakland Gardens,40.74561857141858,-73.75494976234339
164,Queens,Queens Village,40.7188930921674,-73.73871484578433
165,Queens,Hollis,40.71124344191908,-73.75925009335602
166,Queens,South Jamaica,40.69691125378992,-73.79042613135549
167,Queens,St. Albans,40.69444538522363,-73.75867603727725
168,Queens,Rochdale,40.675211395917366,-73.77258787620913
169,Queens,Springfield Gardens,40.666230490368626,-73.76042092682295
170,Queens,Cambria Heights,40.69277463916089,-73.73526873708033
171,Queens,Rosedale,40.65981643342812,-73.73526079428285
172,Queens,Far Rockaway,40.60313443250093,-73.7549796804388
173,Queens,Broad Channel,40.603026583512424,-73.82005489110327
174,Queens,Breezy Point,40.557401288454564,-73.92551196994177
175,Queens,Steinway,40.77592301564293,-73.90228960391681
176,Queens,Beechhurst,40.792781403600515,-73.80436451720996
177,Queens,Bay Terrace,40.7828428062456,-73.77680222621588
178,Queens,Edgemere,40.59564180736854,-73.77613282391712
179,Queens,Arverne,40.58914394372975,-73.7919923313695
180,Queens,Seaside,40.58280169684563,-73.82236121088758
181,Queens,Neponsit,40.57203673021705,-73.85754672410836
182,Queens,Murray Hill,40.7641261226141,-73.81276269135873
183,Queens,Floral Park,40.74137842194548,-73.70884705889253
184,Queens,Holliswood,40.720957207644446,-73.76714166714736
185,Queens,Jamaica Estates,40.716804830146174,-73.78722696936667
186,Queens,Queensboro Hill,40.744572309286745,-73.82580915110566
187,Queens,Hillcrest,40.72382490182924,-73.79760300912679
188,Queens,Ravenswood,40.76170452605419,-73.93157506072886
189,Queens,Lindenwood,40.66391841925143,-73.84963782402448
190,Queens,Laurelton,40.667883896602504,-73.74025607989829
191,Queens,Lefrak City,40.73607457083084,-73.86252471413746
192,Queens,Belle Harbor,40.57615556543113,-73.85401750392529
193,Queens,Rockaway Park,40.58034295646135,-73.84153370226193
194,Queens,Somerville,40.59771061565772,-73.79664750844056
195,Queens,Brookville,40.66000322733616,-73.7517531073116
196,Queens,Bellaire,40.73301404027838,-73.73889198912488
197,Queens,North Corona,40.75407099904894,-73.85751790676454
198,Queens,Forest Hills Gardens,40.71461108151174,-73.84102211234017
199,Staten Island,St. George,40.64498157100444,-74.07935312512804
200,Staten Island,New Brighton,40.64061455913515,-74.08701650516633
201,Staten Island,Stapleton,40.6269276253818,-74.07790192660073
202,Staten Island,Rosebank,40.61530494652765,-74.06980526716148
203,Staten Island,West Brighton,40.63187892654611,-74.10718178265617
204,Staten Island,Grymes Hill,40.62418479131304,-74.08724819983736
205,Staten Island,Todt Hill,40.59706851814676,-74.11132881800887
206,Staten Island,South Beach,40.5802474135096,-74.07955292539827
207,Staten Island,Port Richmond,40.63366930554369,-74.12943426797015
208,Staten Island,Mariner's Harbor,40.63254639048117,-74.15008537046988
209,Staten Island,Port Ivory,40.63968297845546,-74.17464532993549
210,Staten Island,Castleton Corners,40.613335937667465,-74.1191805853485
211,Staten Island,New Springville,40.59425237916174,-74.16496031329834
212,Staten Island,Travis,40.58631375103285,-74.19073717538123
213,Staten Island,New Dorp,40.57257231820636,-74.11647943606387
214,Staten Island,Oakwood,40.558462243288844,-74.12156593771904
215,Staten Island,Great Kills,40.54948022871365,-74.14932381490999
216,Staten Island,Eltingville,40.54223074745079,-74.16433080419367
217,Staten Island,Annadale,40.538114174745104,-74.17854866165885
218,Staten Island,Woodrow,40.53745265012707,-74.22135055371616
219,Staten Island,Tottenville,40.505333761156464,-74.24656934235291
220,Staten Island,Tompkinsville,40.63731606711036,-74.08055351790122
221,Staten Island,Silver Lake,40.619193107926804,-74.09629029235465
222,Staten Island,Sunnyside,40.612760157564935,-74.09712552178537
223,Brooklyn,Ditmas Park,40.64367518334101,-73.96101312466787
224,Brooklyn,Wingate,40.660946561881154,-73.93718680559321
225,Brooklyn,Rugby,40.65557231328081,-73.92688212616963
226,Staten Island,Park Hill,40.60919044434562,-74.08015734936303
227,Staten Island,Westerleigh,40.62109047275413,-74.13304143951713
228,Staten Island,Graniteville,40.62017151223193,-74.1531524638777
229,Staten Island,Arlington,40.63532509911496,-74.16510420241131
230,Staten Island,Arrochar,40.596312571276776,-74.06712363225581
231,Staten Island,Grasmere,40.59826835959995,-74.07667436279057
232,Staten Island,Old Town,40.596328913795176,-74.08751118005587
233,Staten Island,Dongan Hills,40.58867294819932,-74.09639905312528
234,Staten Island,Midland Beach,40.573526905742874,-74.09348266303599
235,Staten Island,Grant City,40.57621558711792,-74.10585598545441
236,Staten Island,New Dorp Beach,40.56425549307338,-74.10432707469131
237,Staten Island,Bay Terrace,40.55398800858466,-74.13916622175775
238,Staten Island,Huguenot,40.53191192048964,-74.19174105747821
239,Staten Island,Pleasant Plains,40.52469937611818,-74.21983106616784
240,Staten Island,Butler Manor,40.506081653463085,-74.22950350260034
241,Staten Island,Charleston,40.530531482833176,-74.23215775896533
242,Staten Island,Rossville,40.549404006500765,-74.21572851113959
243,Staten Island,Arden Heights,40.549285822783254,-74.185886745839
244,Staten Island,Greenridge,40.559712496342954,-74.19150620964295
245,Staten Island,Heartland Village,40.589138948752854,-74.15902208156608
246,Staten Island,Chelsea,40.59472602746298,-74.18956045519697
247,Staten Island,Bloomfield,40.60577868452362,-74.18725638381574
248,Staten Island,Bulls Head,40.60959180042034,-74.15940948657129
249,Manhattan,Carnegie Hill,40.78268256712574,-73.95325646837121
250,Manhattan,Noho,40.72325901885772,-73.98843368023604
251,Manhattan,Civic Center,40.715228920462856,-74.00541529873362
252,Manhattan,Midtown South,40.748509664312245,-73.98871313285254
253,Staten Island,Richmond Town,40.56960594275509,-74.13405729862578
254,Staten Island,Shore Acres,40.609719340792886,-74.06667766061778
255,Staten Island,Clifton,40.61917845202847,-74.07264244548406
256,Staten Island,Concord,40.604473189687944,-74.08402364740365
257,Staten Island,Emerson Hill,40.606794394801035,-74.09776206972529
258,Staten Island,Randall Manor,40.63563000681155,-74.09805062373894
259,Staten Island,Howland Hook,40.638432837947995,-74.1862233174983
260,Staten Island,Elm Park,40.63014674119387,-74.14181678968897
261,Brooklyn,Remsen Village,40.65211745179353,-73.91665331978055
262,Brooklyn,New Lots,40.66274427969663,-73.885117763793
263,Brooklyn,Paerdegat Basin,40.63131755039671,-73.90233474295843
264,Brooklyn,Mill Basin,40.615974239623405,-73.9151539155041
265,Queens,Jamaica Hills,40.71145964370486,-73.796464620816
266,Queens,Utopia,40.7335002542976,-73.79671678028357
267,Queens,Pomonok,40.73493618075482,-73.80486120040544
268,Queens,Astoria Heights,40.770317392998244,-73.89467996270581
269,Bronx,Claremont Village,40.83142834161551,-73.90119903387674
270,Bronx,Concourse Village,40.82478049084294,-73.91584652759016
271,Bronx,Mount Eden,40.843826176716576,-73.91655551964426
272,Bronx,Mount Hope,40.84884160724669,-73.90829930881995
273,Manhattan,Sutton Place,40.76028033131378,-73.9635561409431
274,Queens,Hunters Point,40.74341409007358,-73.95386782130753
275,Manhattan,Turtle Bay,40.75204236950726,-73.96770824581843
276,Manhattan,Tudor City,40.74691741074023,-73.97121928722272
277,Manhattan,Stuyvesant Town,40.73099955477065,-73.9740517046921
278,Manhattan,Flatiron,40.73967304763847,-73.99094710528267
279,Queens,Sunnyside Gardens,40.745651806080794,-73.9181928643169
280,Queens,Blissville,40.73725071694501,-73.93244235260185
281,Brooklyn,Fulton Ferry,40.70328109093018,-73.99550751888422
282,Brooklyn,Vinegar Hill,40.703321498828785,-73.981116035924
283,Brooklyn,Weeksville,40.67503986503241,-73.93053108817347
284,Brooklyn,Broadway Junction,40.67786104769535,-73.90331684852606
285,Brooklyn,Dumbo,40.70317632822696,-73.98875280745047
286,Staten Island,Manor Heights,40.60180957631448,-74.12059399718008
287,Staten Island,Willowbrook,40.60370692627375,-74.13208447484305
288,Staten Island,Sandy Ground,40.5411399220918,-74.21776636068574
289,Staten Island,Egbertville,40.579118742961256,-74.12727240604953
290,Queens,Roxbury,40.567375889570364,-73.89213760232829
291,Brooklyn,Homecrest,40.59852509513729,-73.9591845942871
292,Queens,Middle Village,40.71641451115823,-73.8811431920061
293,Staten Island,Prince's Bay,40.526264067348166,-74.20152556457666
294,Staten Island,Lighthouse Hill,40.576506293794935,-74.13792663771576
295,Staten Island,Richmond Valley,40.519541457489126,-74.22957080626948
296,Queens,Malba,40.790601556701525,-73.8266775713865
297,Brooklyn,Highland Park,40.68248551101694,-73.8902809854761
298,Brooklyn,Madison,40.609377701137696,-73.948415153289
